,player_id,fifa_version,overall,potential,age,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,main_position
131730,191089,17.0,74,78,23,Right,3,2,1,71.0,74.0,61.0,71.0,27.0,77.0,FW
69170,242980,21.0,62,74,21,Right,3,3,1,68.0,53.0,62.0,65.0,35.0,55.0,MD
1019,208135,24.0,77,77,30,Right,3,3,2,66.0,76.0,70.0,75.0,76.0,80.0,MD
53880,254588,22.0,57,78,18,Left,3,2,1,53.0,32.0,41.0,36.0,58.0,60.0,DF
20292,230708,23.0,74,80,25,Right,2,2,1,57.0,25.0,51.0,45.0,75.0,76.0,DF
147753,185373,16.0,78,81,27,Right,4,3,2,80.0,75.0,78.0,75.0,48.0,71.0,MD
178515,203425,15.0,54,64,19,Right,3,2,1,71.0,29.0,29.0,30.0,54.0,64.0,DF
163876,179844,15.0,85,87,25,Right,4,3,3,82.0,83.0,63.0,79.0,40.0,88.0,FW
43649,251193,22.0,68,73,24,Right,4,2,1,74.0,69.0,50.0,66.0,24.0,63.0,FW
112855,224811,18.0,76,82,24,Right,3,2,1,70.0,51.0,52.0,48.0,77.0,81.0,DF
57842,199767,21.0,75,76,27,Right,4,3,2,63.0,77.0,77.0,75.0,69.0,66.0,MD
33857,260192,23.0,59,77,18,Right,3,2,1,86.0,59.0,38.0,60.0,18.0,44.0,FW
113686,202529,18.0,74,80,24,Left,3,2,1,76.0,49.0,72.0,74.0,68.0,72.0,DF
118244,228814,18.0,68,84,18,Right,3,3,1,82.0,60.0,63.0,70.0,36.0,56.0,MD
179518,224401,15.0,51,53,24,Right,3,2,1,54.0,54.0,38.0,49.0,31.0,49.0,FW
36915,233049,22.0,87,91,21,Right,3,5,3,81.0,76.0,82.0,91.0,36.0,65.0,MD
35896,251546,23.0,54,71,20,Right,2,2,1,62.0,30.0,35.0,40.0,54.0,58.0,DF
163393,228408,16.0,51,69,17,Right,2,3,1,74.0,51.0,48.0,61.0,25.0,43.0,MD
76480,171972,20.0,76,76,31,Right,3,3,1,60.0,65.0,72.0,73.0,71.0,75.0,MD
123054,239721,18.0,64,68,24,Right,2,4,1,73.0,64.0,52.0,64.0,27.0,65.0,FW
125246,220710,18.0,61,79,20,Left,3,2,1,76.0,58.0,55.0,64.0,34.0,43.0,FW
170285,190793,15.0,65,74,21,Left,3,3,1,68.0,66.0,64.0,65.0,33.0,62.0,MD
1608,180216,24.0,75,75,34,Right,3,3,2,61.0,65.0,72.0,74.0,76.0,70.0,DF
171321,190683,15.0,64,71,23,Right,3,3,1,69.0,62.0,65.0,66.0,41.0,57.0,MD
23728,258607,23.0,69,76,23,Left,3,2,1,76.0,47.0,60.0,61.0,69.0,72.0,DF
145121,227542,17.0,57,67,21,Right,3,2,1,60.0,34.0,43.0,47.0,58.0,58.0,DF
101633,203749,19.0,67,68,26,Left,3,2,1,54.0,32.0,45.0,49.0,65.0,77.0,DF
1479,235642,24.0,75,80,25,Right,3,2,1,60.0,59.0,62.0,65.0,74.0,84.0,MD
56274,221363,21.0,83,87,23,Right,3,3,3,70.0,80.0,78.0,78.0,72.0,80.0,MD
129591,162895,17.0,86,86,29,Right,3,3,4,63.0,77.0,89.0,81.0,61.0,64.0,MD
141851,187456,17.0,63,63,28,Right,3,3,1,59.0,62.0,62.0,61.0,62.0,64.0,MD
136997,228295,17.0,67,79,20,Right,3,2,1,65.0,34.0,52.0,61.0,65.0,72.0,DF
152873,189148,16.0,68,71,25,Right,4,3,1,83.0,67.0,63.0,68.0,39.0,71.0,MD
24938,270952,23.0,68,71,26,Left,2,3,1,81.0,54.0,63.0,72.0,34.0,54.0,MD
99503,200841,19.0,69,71,26,Right,2,3,2,66.0,50.0,65.0,67.0,69.0,68.0,DF
105431,237161,19.0,63,77,20,Right,3,2,1,61.0,61.0,61.0,59.0,53.0,53.0,MD
115087,199563,18.0,72,75,26,Right,4,3,1,68.0,69.0,49.0,64.0,22.0,72.0,FW
141021,223384,17.0,64,64,28,Right,4,3,1,82.0,59.0,57.0,68.0,29.0,51.0,MD
76987,186143,20.0,75,75,28,Right,3,2,1,57.0,66.0,78.0,68.0,70.0,62.0,MD
113335,206427,18.0,75,77,26,Right,3,2,1,79.0,48.0,66.0,70.0,73.0,70.0,DF
131975,166919,17.0,74,74,28,Right,4,2,2,67.0,57.0,65.0,65.0,75.0,73.0,DF
166709,193942,15.0,70,77,24,Left,3,2,1,71.0,57.0,67.0,71.0,69.0,71.0,MD
159799,202799,16.0,60,71,20,Right,3,4,1,81.0,54.0,49.0,71.0,22.0,47.0,MD
176344,202799,15.0,58,76,19,Right,3,4,1,78.0,49.0,48.0,70.0,24.0,46.0,MD
168588,215590,15.0,67,78,20,Right,4,3,1,79.0,64.0,58.0,75.0,27.0,46.0,FW
154600,194146,16.0,66,71,24,Right,2,2,1,61.0,27.0,35.0,50.0,67.0,66.0,DF
18383,231866,23.0,87,89,26,Right,4,3,3,58.0,72.0,78.0,79.0,83.0,84.0,MD
164079,189250,15.0,80,83,24,Right,4,4,2,80.0,80.0,56.0,74.0,32.0,80.0,FW
115599,232099,18.0,71,85,21,Right,3,2,1,67.0,68.0,67.0,67.0,69.0,77.0,MD
95179,221743,19.0,75,81,24,Left,4,3,1,87.0,68.0,68.0,79.0,31.0,62.0,FW
116368,217657,18.0,71,71,29,Right,3,2,1,64.0,55.0,73.0,66.0,68.0,66.0,MD
165768,208008,15.0,72,81,20,Right,4,5,1,81.0,73.0,63.0,78.0,29.0,53.0,MD
42804,212231,22.0,69,70,27,Right,3,2,1,59.0,30.0,47.0,54.0,67.0,77.0,DF
166218,195859,15.0,71,79,21,Right,3,3,1,89.0,70.0,60.0,73.0,34.0,65.0,FW
148221,188045,16.0,76,79,25,Right,3,3,1,93.0,70.0,69.0,74.0,32.0,72.0,MD
93652,192883,19.0,84,84,29,Right,5,4,3,82.0,78.0,79.0,85.0,52.0,69.0,MD
166937,187671,15.0,70,72,26,Right,2,2,1,75.0,62.0,63.0,75.0,30.0,64.0,FW
129659,178088,17.0,84,84,28,Left,3,3,3,68.0,75.0,84.0,85.0,32.0,54.0,MD
69965,246002,21.0,61,82,17,Right,2,3,1,76.0,36.0,53.0,61.0,55.0,53.0,DF
157047,148258,16.0,64,64,30,Right,3,2,1,40.0,41.0,54.0,49.0,64.0,72.0,DF
101265,209852,19.0,67,74,22,Left,3,2,1,74.0,38.0,57.0,58.0,65.0,65.0,DF
56866,213160,21.0,78,81,26,Right,3,4,1,76.0,62.0,76.0,77.0,76.0,72.0,MD
37257,209297,22.0,81,81,28,Left,4,4,3,77.0,66.0,77.0,81.0,75.0,71.0,MD
176296,181521,15.0,59,59,30,Right,3,3,1,67.0,59.0,65.0,67.0,31.0,60.0,MD
175805,225551,15.0,59,69,18,Right,2,2,1,59.0,30.0,31.0,35.0,61.0,66.0,DF
76590,206411,20.0,76,76,29,Right,3,3,1,63.0,72.0,74.0,70.0,71.0,77.0,MD
20995,189177,23.0,73,73,30,Left,2,3,1,65.0,69.0,74.0,74.0,66.0,73.0,MD
164068,190483,15.0,80,84,23,Left,3,5,1,85.0,73.0,78.0,85.0,51.0,62.0,MD
38470,230005,22.0,75,79,23,Right,3,3,1,65.0,64.0,73.0,75.0,69.0,71.0,MD
151953,190461,16.0,69,73,23,Right,3,4,1,78.0,66.0,58.0,70.0,38.0,78.0,FW
45510,243852,22.0,67,67,30,Right,3,3,1,76.0,58.0,66.0,69.0,55.0,67.0,MD
112019,184392,18.0,80,81,27,Right,5,3,2,77.0,58.0,69.0,75.0,80.0,73.0,DF
27130,252247,23.0,66,71,25,Right,3,3,1,75.0,68.0,47.0,63.0,26.0,55.0,FW
147284,156142,16.0,82,83,28,Right,4,4,2,77.0,77.0,83.0,80.0,54.0,73.0,MD
167112,163897,15.0,70,70,28,Right,3,2,1,53.0,56.0,63.0,60.0,63.0,78.0,MD
124967,199030,18.0,62,65,25,Left,3,2,1,64.0,19.0,44.0,37.0,64.0,72.0,DF
144593,213161,17.0,58,70,21,Right,3,2,1,68.0,54.0,55.0,64.0,37.0,52.0,MD
154829,191668,16.0,66,68,27,Right,4,3,2,75.0,61.0,54.0,64.0,33.0,68.0,FW
167069,150810,15.0,70,70,32,Right,5,2,2,59.0,52.0,60.0,62.0,71.0,75.0,DF
174799,223485,15.0,61,61,28,Right,4,2,1,64.0,65.0,48.0,62.0,28.0,59.0,FW
173571,205167,15.0,62,66,21,Right,2,2,1,64.0,38.0,50.0,53.0,63.0,60.0,DF
3672,258908,24.0,71,78,23,Right,3,2,1,57.0,45.0,56.0,61.0,72.0,72.0,DF
122705,229170,18.0,64,73,23,Left,3,2,1,70.0,33.0,51.0,66.0,62.0,60.0,DF
59838,229128,21.0,72,72,26,Right,4,3,1,78.0,69.0,69.0,72.0,46.0,54.0,FW
148872,210930,16.0,74,83,22,Left,3,3,1,68.0,65.0,74.0,81.0,39.0,56.0,MD
15263,271974,24.0,59,79,18,Right,3,2,1,66.0,52.0,60.0,64.0,47.0,53.0,MD
62339,228205,21.0,69,69,31,Left,3,2,1,68.0,33.0,48.0,56.0,71.0,70.0,DF
94649,182882,19.0,77,77,32,Left,3,3,2,67.0,58.0,70.0,69.0,75.0,84.0,MD
34461,262569,23.0,58,73,19,Right,3,2,1,61.0,54.0,55.0,60.0,39.0,53.0,MD
683,240243,24.0,78,83,24,Right,4,4,2,80.0,78.0,75.0,82.0,40.0,73.0,FW
109160,234472,19.0,58,73,19,Left,3,2,1,66.0,32.0,47.0,53.0,57.0,66.0,DF
38381,247028,22.0,75,83,23,Right,3,3,1,75.0,70.0,71.0,75.0,72.0,79.0,MD
77156,243282,20.0,74,85,19,Left,3,3,1,77.0,66.0,71.0,75.0,50.0,66.0,MD
81063,208014,20.0,69,72,25,Right,3,2,1,65.0,48.0,51.0,55.0,69.0,73.0,DF
100412,200346,19.0,68,71,25,Left,3,3,1,69.0,68.0,63.0,71.0,41.0,64.0,MD
106344,245037,19.0,62,82,17,Right,3,2,1,56.0,34.0,48.0,55.0,62.0,59.0,DF
69145,248205,21.0,62,75,20,Right,3,2,1,66.0,54.0,59.0,63.0,60.0,55.0,MD
56130,203376,21.0,90,91,28,Right,3,2,3,76.0,60.0,71.0,71.0,91.0,86.0,DF
33142,266127,23.0,60,80,17,Left,3,2,1,66.0,49.0,62.0,63.0,56.0,54.0,MD
158217,228763,16.0,62,78,18,Right,3,3,1,63.0,56.0,61.0,60.0,52.0,66.0,MD
79809,244238,20.0,70,83,20,Right,3,2,1,65.0,58.0,63.0,59.0,70.0,76.0,MD
77397,237291,20.0,74,75,27,Right,3,2,1,68.0,74.0,47.0,62.0,36.0,79.0,FW
43251,239431,22.0,69,69,28,Left,3,3,1,69.0,39.0,46.0,66.0,69.0,58.0,DF
9756,277193,24.0,65,74,20,Left,3,2,1,74.0,26.0,50.0,52.0,61.0,52.0,DF
76636,236496,20.0,75,86,20,Right,3,3,1,71.0,62.0,73.0,73.0,69.0,74.0,MD
79795,235172,20.0,70,84,20,Left,2,4,1,88.0,54.0,65.0,78.0,60.0,59.0,DF
19948,225147,23.0,75,76,26,Right,4,3,1,78.0,54.0,66.0,69.0,69.0,74.0,DF
20488,189250,23.0,74,74,32,Right,4,3,2,54.0,73.0,65.0,69.0,32.0,74.0,FW
18878,227174,23.0,79,84,24,Right,2,3,2,80.0,67.0,71.0,75.0,74.0,76.0,DF
76680,215639,20.0,75,82,23,Left,2,4,1,76.0,67.0,71.0,78.0,57.0,61.0,MD
143549,226031,17.0,60,70,21,Right,2,2,1,69.0,32.0,32.0,35.0,62.0,58.0,DF
114322,208892,18.0,73,78,23,Right,3,2,1,75.0,60.0,66.0,72.0,70.0,73.0,DF
38418,239529,22.0,75,81,23,Right,3,3,1,87.0,58.0,66.0,72.0,74.0,81.0,MD
117898,156165,18.0,69,69,30,Right,3,2,1,52.0,43.0,48.0,43.0,68.0,72.0,DF
38536,222994,22.0,75,77,27,Left,2,3,1,70.0,49.0,62.0,71.0,74.0,78.0,MD
130229,185373,17.0,79,79,28,Right,4,3,2,80.0,75.0,77.0,75.0,48.0,71.0,MD
74431,247012,21.0,52,69,19,Right,3,2,1,60.0,53.0,39.0,53.0,19.0,44.0,FW
129643,189881,17.0,84,85,26,Right,3,2,3,77.0,46.0,56.0,62.0,84.0,84.0,DF
1821,246728,24.0,74,82,22,Right,3,3,1,78.0,72.0,57.0,69.0,30.0,77.0,FW
139758,234539,17.0,65,66,26,Right,3,2,1,67.0,46.0,57.0,57.0,68.0,71.0,DF
162356,213655,16.0,55,68,19,Right,3,3,1,77.0,49.0,42.0,62.0,19.0,53.0,FW
516,236499,24.0,79,83,25,Right,2,3,2,66.0,72.0,82.0,78.0,74.0,72.0,MD
43069,205857,22.0,69,69,31,Right,3,2,1,62.0,40.0,45.0,52.0,70.0,74.0,DF
138054,221350,17.0,66,82,19,Right,2,2,1,86.0,63.0,49.0,68.0,25.0,54.0,FW
37292,225953,22.0,80,84,23,Right,2,4,2,85.0,78.0,75.0,82.0,39.0,69.0,MD
175809,204914,15.0,59,68,20,Right,3,2,1,53.0,31.0,45.0,46.0,56.0,70.0,DF
115754,200759,18.0,71,76,24,Left,2,2,1,87.0,61.0,61.0,73.0,67.0,76.0,DF
122622,240223,18.0,64,75,21,Left,3,2,1,66.0,55.0,59.0,62.0,62.0,59.0,DF
54006,240867,22.0,57,70,20,Left,3,2,1,71.0,35.0,39.0,46.0,56.0,63.0,DF
2080,195202,24.0,74,74,32,Left,2,3,1,56.0,72.0,77.0,75.0,62.0,65.0,MD
75054,212218,20.0,87,90,25,Left,3,2,2,64.0,50.0,71.0,68.0,88.0,82.0,DF
165156,181402,15.0,74,76,25,Right,3,2,1,81.0,61.0,69.0,74.0,69.0,79.0,MD
138577,210626,17.0,66,68,27,Right,3,2,1,54.0,37.0,47.0,41.0,67.0,71.0,DF
119198,219674,18.0,68,68,28,Right,3,2,1,63.0,70.0,58.0,60.0,25.0,61.0,FW
112249,183855,18.0,79,79,29,Left,3,2,2,70.0,40.0,58.0,60.0,81.0,76.0,DF
135875,202756,17.0,69,69,30,Left,3,2,1,64.0,32.0,57.0,56.0,69.0,73.0,DF
101109,228768,19.0,67,78,21,Right,3,3,1,78.0,62.0,58.0,73.0,27.0,56.0,FW
113291,193897,18.0,75,78,24,Right,4,3,2,75.0,71.0,74.0,76.0,46.0,46.0,MD
75278,205452,20.0,82,84,26,Right,3,2,2,72.0,43.0,67.0,63.0,82.0,78.0,DF
18900,227813,23.0,79,82,25,Left,3,3,2,68.0,65.0,80.0,80.0,77.0,69.0,DF
19154,206413,23.0,78,78,32,Left,3,3,1,65.0,63.0,71.0,69.0,77.0,78.0,MD
114316,203038,18.0,73,78,23,Right,4,3,1,71.0,72.0,72.0,74.0,34.0,57.0,MD
132046,186723,17.0,74,74,28,Right,3,3,1,84.0,71.0,54.0,78.0,28.0,66.0,FW
116789,190697,18.0,70,72,26,Right,3,2,1,67.0,43.0,52.0,58.0,69.0,74.0,DF
1802,245132,24.0,74,83,24,Right,4,2,1,63.0,38.0,48.0,57.0,74.0,74.0,DF
36937,210514,22.0,86,87,27,Right,4,4,3,85.0,71.0,83.0,84.0,80.0,72.0,DF
2304,253052,24.0,73,83,22,Right,3,2,1,87.0,39.0,63.0,72.0,65.0,74.0,DF
176169,223384,15.0,59,62,26,Right,4,3,1,68.0,64.0,58.0,64.0,28.0,52.0,MD
149363,206427,16.0,73,79,24,Right,3,2,1,77.0,46.0,59.0,70.0,73.0,68.0,DF
137324,201958,17.0,67,71,23,Right,3,2,1,67.0,48.0,51.0,55.0,66.0,73.0,DF
166772,182837,15.0,70,75,23,Right,3,4,1,88.0,69.0,59.0,73.0,34.0,67.0,FW
44630,253400,22.0,67,74,21,Right,3,2,1,66.0,33.0,48.0,54.0,67.0,64.0,DF
164925,147777,15.0,75,75,33,Right,4,4,2,75.0,71.0,76.0,77.0,27.0,58.0,FW
140141,234812,17.0,64,78,18,Right,3,2,1,62.0,30.0,37.0,36.0,65.0,67.0,DF
135077,219184,17.0,69,81,22,Right,2,2,1,54.0,14.0,31.0,52.0,72.0,69.0,DF
138720,148258,17.0,66,66,31,Right,3,2,1,32.0,41.0,54.0,49.0,66.0,72.0,DF
56320,200949,21.0,83,83,27,Right,4,4,3,92.0,78.0,72.0,87.0,43.0,67.0,MD
167826,207494,15.0,68,77,21,Right,3,3,1,78.0,61.0,64.0,69.0,31.0,44.0,MD
89923,238409,20.0,60,74,20,Right,3,2,1,77.0,39.0,48.0,63.0,54.0,58.0,DF
291,243576,24.0,81,84,23,Right,3,3,2,82.0,73.0,77.0,81.0,74.0,77.0,DF
133681,216428,17.0,71,75,24,Right,4,4,1,76.0,62.0,66.0,76.0,31.0,52.0,MD
75040,202652,20.0,88,90,24,Right,3,4,3,93.0,79.0,78.0,89.0,45.0,57.0,FW
111919,193525,18.0,81,83,26,Right,3,2,2,84.0,62.0,73.0,76.0,80.0,77.0,DF
112057,164859,18.0,80,80,28,Right,3,3,3,91.0,75.0,72.0,80.0,38.0,66.0,MD
149138,134906,16.0,74,74,31,Right,3,3,2,67.0,76.0,72.0,73.0,50.0,75.0,MD
147177,139720,16.0,85,85,29,Right,3,2,4,69.0,54.0,62.0,65.0,86.0,81.0,DF
132575,175932,17.0,73,73,27,Right,4,2,1,86.0,44.0,59.0,67.0,70.0,74.0,DF
122488,228408,18.0,64,79,19,Right,3,3,1,81.0,55.0,62.0,68.0,46.0,40.0,MD
36892,202126,22.0,90,90,27,Right,5,3,4,70.0,91.0,83.0,83.0,47.0,83.0,FW
40699,243851,22.0,72,72,29,Left,3,3,1,82.0,76.0,62.0,73.0,41.0,51.0,FW
83813,242453,20.0,66,84,17,Right,3,2,1,68.0,30.0,55.0,63.0,65.0,66.0,DF
111883,213661,18.0,81,89,21,Right,3,2,2,64.0,31.0,62.0,67.0,84.0,69.0,DF
113308,205670,18.0,75,78,26,Right,4,3,1,83.0,76.0,55.0,72.0,25.0,60.0,FW
89153,243239,20.0,61,77,19,Right,3,3,1,82.0,60.0,53.0,61.0,29.0,62.0,FW
56934,189280,21.0,78,78,30,Right,3,3,1,59.0,62.0,79.0,73.0,74.0,76.0,MD
173628,184615,15.0,62,65,25,Right,2,3,1,53.0,62.0,62.0,63.0,43.0,67.0,MD
62543,231743,21.0,68,77,22,Left,2,3,1,66.0,65.0,53.0,66.0,42.0,72.0,FW
41382,223458,22.0,71,71,28,Right,3,3,1,81.0,66.0,65.0,75.0,50.0,65.0,MD
75703,180216,20.0,79,79,30,Right,3,3,2,74.0,65.0,73.0,77.0,79.0,71.0,DF
25711,247395,23.0,67,75,22,Right,2,2,1,51.0,35.0,47.0,56.0,67.0,73.0,DF
147520,178372,16.0,80,80,31,Right,3,2,3,65.0,61.0,64.0,61.0,87.0,84.0,DF
161679,210986,16.0,57,65,20,Left,3,2,1,57.0,58.0,52.0,59.0,35.0,53.0,MD
120274,226499,18.0,67,67,28,Right,3,2,1,69.0,58.0,62.0,67.0,64.0,63.0,MD
39683,186146,22.0,73,73,30,Right,3,3,2,71.0,72.0,67.0,72.0,42.0,66.0,FW
147242,163631,16.0,83,83,30,Left,3,3,3,75.0,75.0,81.0,77.0,82.0,74.0,DF
50322,259913,22.0,62,77,18,Right,3,2,1,71.0,59.0,56.0,68.0,39.0,64.0,MD
148724,148123,16.0,75,75,33,Left,3,2,2,40.0,47.0,65.0,50.0,78.0,82.0,DF
133038,205857,17.0,72,74,26,Right,3,2,1,63.0,40.0,45.0,51.0,74.0,73.0,DF
39357,245703,22.0,73,82,21,Right,3,2,1,63.0,34.0,58.0,57.0,75.0,70.0,DF
21574,237055,23.0,72,73,25,Left,4,4,1,83.0,71.0,63.0,72.0,20.0,55.0,FW
37675,189280,22.0,78,78,31,Right,3,3,1,58.0,62.0,80.0,74.0,74.0,75.0,MD
175354,221426,15.0,60,64,27,Right,2,2,1,45.0,64.0,36.0,54.0,29.0,60.0,FW
123544,237699,18.0,63,80,18,Right,4,3,1,68.0,58.0,56.0,62.0,37.0,59.0,FW
19774,236015,23.0,75,83,22,Right,2,4,1,76.0,70.0,73.0,76.0,57.0,66.0,MD
164908,138782,15.0,75,75,30,Right,3,2,2,56.0,67.0,75.0,67.0,82.0,75.0,MD
130542,197756,17.0,77,81,24,Right,3,4,2,77.0,76.0,71.0,77.0,31.0,73.0,FW
169538,184469,15.0,66,72,24,Right,4,3,1,72.0,61.0,67.0,67.0,57.0,69.0,MD
75641,202695,20.0,79,82,26,Right,4,2,1,58.0,45.0,66.0,63.0,79.0,78.0,DF
57658,236499,21.0,75,83,22,Right,2,3,1,66.0,67.0,73.0,74.0,71.0,70.0,MD
59008,200206,21.0,73,73,29,Right,3,4,1,75.0,71.0,72.0,76.0,57.0,65.0,MD
150503,209911,16.0,71,76,24,Right,4,3,1,82.0,58.0,66.0,76.0,45.0,70.0,MD
46734,257470,22.0,65,80,19,Right,3,3,1,81.0,60.0,58.0,68.0,29.0,51.0,MD
112557,200054,18.0,77,82,25,Right,3,2,2,68.0,59.0,75.0,74.0,75.0,77.0,MD
132972,191076,17.0,72,75,25,Left,3,3,1,76.0,72.0,68.0,75.0,49.0,70.0,MD
185,205988,24.0,83,83,27,Left,2,3,2,76.0,57.0,82.0,79.0,81.0,78.0,DF
164944,159171,15.0,75,75,28,Right,4,4,2,75.0,78.0,76.0,82.0,29.0,52.0,MD
125434,221282,18.0,61,71,21,Right,3,3,1,70.0,55.0,56.0,63.0,58.0,57.0,DF
37285,227813,22.0,80,85,24,Left,3,3,2,73.0,65.0,80.0,80.0,77.0,69.0,DF
169824,187517,15.0,66,68,25,Right,3,2,1,59.0,33.0,51.0,45.0,67.0,72.0,DF
172449,224917,15.0,63,69,24,Right,3,3,1,74.0,54.0,55.0,67.0,27.0,49.0,FW
5223,272500,24.0,69,82,19,Left,2,2,1,77.0,51.0,63.0,72.0,65.0,70.0,MD
57466,164859,21.0,76,76,31,Right,2,3,3,86.0,70.0,69.0,78.0,39.0,60.0,MD
42498,222079,22.0,69,76,24,Right,3,3,1,67.0,64.0,65.0,75.0,59.0,68.0,MD
19761,242964,23.0,75,84,21,Right,3,3,1,80.0,69.0,72.0,75.0,37.0,62.0,MD
110403,234614,19.0,55,68,19,Left,3,2,1,77.0,50.0,48.0,59.0,21.0,45.0,MD
166179,198832,15.0,72,72,32,Right,4,2,1,57.0,50.0,49.0,63.0,73.0,72.0,DF
155263,211439,16.0,66,66,27,Right,3,3,1,70.0,69.0,49.0,61.0,35.0,72.0,FW
91613,245019,20.0,57,71,20,Right,2,2,1,42.0,25.0,35.0,36.0,57.0,58.0,DF
59944,231445,21.0,71,81,21,Left,2,3,1,73.0,67.0,70.0,72.0,60.0,72.0,MD
146863,225276,17.0,51,60,20,Left,2,2,1,54.0,29.0,33.0,40.0,53.0,58.0,DF
18649,231943,23.0,81,84,25,Right,5,4,3,82.0,79.0,72.0,82.0,53.0,79.0,FW
113229,212491,18.0,75,81,23,Left,2,3,1,86.0,66.0,70.0,78.0,70.0,73.0,DF
109125,243608,19.0,58,76,18,Left,3,2,1,87.0,47.0,52.0,60.0,45.0,49.0,MD
117018,167111,18.0,70,70,34,Right,3,2,1,30.0,37.0,52.0,46.0,72.0,69.0,DF
36990,205988,22.0,84,86,25,Left,2,3,2,79.0,54.0,79.0,80.0,81.0,80.0,DF
145062,231182,17.0,57,70,19,Right,3,2,1,50.0,30.0,35.0,38.0,58.0,63.0,DF
109180,226429,19.0,58,72,20,Right,3,3,1,73.0,48.0,53.0,66.0,39.0,43.0,MD
117580,205346,18.0,69,74,24,Right,3,3,1,92.0,51.0,63.0,71.0,62.0,67.0,DF
170267,206489,15.0,65,75,21,Left,2,2,1,76.0,36.0,57.0,64.0,63.0,68.0,DF
140825,150995,17.0,64,64,30,Right,2,2,1,47.0,43.0,56.0,49.0,74.0,67.0,DF
127603,224263,18.0,57,72,20,Right,3,2,1,58.0,33.0,50.0,51.0,57.0,61.0,DF
26714,260247,23.0,66,82,19,Right,4,3,1,75.0,65.0,60.0,66.0,40.0,65.0,FW
77521,192087,20.0,74,74,28,Left,2,3,1,79.0,54.0,69.0,70.0,71.0,71.0,DF
19214,241042,23.0,77,84,21,Right,3,2,1,65.0,47.0,68.0,71.0,75.0,71.0,MD
172331,224449,15.0,63,71,23,Right,4,3,1,75.0,53.0,61.0,70.0,34.0,44.0,MD
57312,222368,21.0,76,83,24,Right,3,3,1,76.0,73.0,74.0,77.0,28.0,62.0,MD
57303,225782,21.0,76,84,22,Right,3,4,1,83.0,59.0,69.0,76.0,69.0,68.0,DF
56863,207421,21.0,78,81,25,Right,4,4,1,82.0,77.0,76.0,81.0,30.0,62.0,MD
134211,215556,17.0,70,83,20,Right,4,3,1,79.0,65.0,66.0,70.0,46.0,64.0,MD
130568,208339,17.0,77,80,26,Right,3,2,1,83.0,75.0,57.0,75.0,30.0,73.0,FW
88850,218717,20.0,62,64,26,Right,4,2,1,75.0,60.0,43.0,67.0,21.0,46.0,FW
166627,188585,15.0,71,71,31,Right,3,3,1,64.0,62.0,71.0,69.0,61.0,69.0,MD
37410,232580,22.0,79,84,23,Left,2,2,2,68.0,36.0,60.0,58.0,80.0,80.0,DF
38150,206654,22.0,76,78,27,Left,3,2,2,53.0,40.0,51.0,51.0,76.0,80.0,DF
47985,252994,22.0,64,79,18,Right,3,2,1,64.0,31.0,54.0,54.0,65.0,62.0,DF
53892,264039,22.0,57,76,18,Right,2,2,1,74.0,57.0,48.0,59.0,20.0,43.0,FW
116377,223388,18.0,71,71,31,Right,3,2,1,77.0,33.0,63.0,66.0,69.0,62.0,DF
124454,241078,18.0,62,79,19,Right,4,3,1,64.0,54.0,61.0,66.0,43.0,59.0,MD
156381,210409,16.0,64,75,21,Right,3,2,1,73.0,56.0,63.0,65.0,53.0,65.0,MD
36979,205498,22.0,85,85,29,Right,3,3,2,55.0,67.0,86.0,81.0,73.0,73.0,MD
8386,262227,24.0,66,79,19,Right,2,2,1,82.0,64.0,50.0,63.0,30.0,72.0,FW
57382,207948,21.0,76,79,24,Left,1,4,2,82.0,71.0,71.0,82.0,47.0,66.0,FW
111905,197853,18.0,81,85,24,Right,3,3,2,84.0,66.0,73.0,77.0,78.0,84.0,DF
91142,240945,20.0,58,72,20,Right,3,2,1,66.0,43.0,57.0,56.0,51.0,59.0,MD
127734,240844,18.0,57,68,21,Right,2,2,1,77.0,50.0,52.0,62.0,33.0,42.0,MD
148316,143283,16.0,76,76,35,Right,3,3,1,78.0,71.0,71.0,82.0,47.0,62.0,MD
107,238074,24.0,84,86,23,Right,3,3,2,80.0,72.0,83.0,82.0,82.0,81.0,DF
111663,139720,18.0,85,85,31,Right,3,2,4,63.0,54.0,65.0,64.0,84.0,83.0,DF
50297,246950,22.0,62,78,19,Right,3,2,1,51.0,34.0,52.0,49.0,64.0,55.0,DF
142896,225603,17.0,61,70,22,Left,3,2,1,68.0,51.0,59.0,56.0,57.0,61.0,MD
82858,237973,20.0,67,77,21,Right,4,3,1,78.0,58.0,64.0,70.0,51.0,60.0,MD
112014,195861,18.0,80,82,27,Left,3,2,2,72.0,68.0,76.0,72.0,81.0,78.0,DF
95469,186648,19.0,75,75,28,Left,2,2,1,70.0,34.0,65.0,62.0,76.0,79.0,DF
150930,194325,16.0,71,71,33,Right,4,2,1,60.0,37.0,48.0,43.0,73.0,69.0,DF
134750,156165,17.0,70,70,29,Right,3,2,1,53.0,43.0,48.0,43.0,70.0,74.0,DF
23305,207956,23.0,70,70,28,Right,3,3,1,79.0,62.0,64.0,72.0,68.0,81.0,MD
18469,201535,23.0,84,85,29,Right,4,2,3,81.0,49.0,64.0,66.0,85.0,80.0,DF
130087,208722,17.0,79,85,24,Right,3,4,3,92.0,73.0,70.0,82.0,35.0,67.0,MD
