,value_eur
36887,45000000.0
57506,7500000.0
53443,525000.0
169543,725000.0
533,20500000.0
160542,200000.0
61665,2800000.0
144645,180000.0
111889,21000000.0
88231,675000.0
63506,2200000.0
151142,1600000.0
11322,725000.0
115832,3100000.0
112011,15500000.0
164530,4500000.0
93999,15500000.0
96791,3600000.0
147223,29500000.0
113310,7000000.0
75480,18000000.0
121530,875000.0
125935,400000.0
171399,375000.0
2319,6500000.0
154585,850000.0
75821,13500000.0
114474,3700000.0
166888,1700000.0
61612,3200000.0
66539,600000.0
114275,4700000.0
26728,2100000.0
75466,18500000.0
139114,1000000.0
1678,6000000.0
40801,4000000.0
150854,1000000.0
172662,350000.0
95466,5000000.0
148014,1200000.0
153959,775000.0
174013,190000.0
147505,13000000.0
103275,1100000.0
1153,10500000.0
332,17500000.0
494,33000000.0
136500,975000.0
42004,825000.0
134579,1300000.0
56560,21000000.0
150152,600000.0
112821,11000000.0
97315,2400000.0
94404,8500000.0
130840,7000000.0
136253,1100000.0
132846,2600000.0
39389,5500000.0
18369,72000000.0
164450,3800000.0
127988,170000.0
25509,2700000.0
154479,875000.0
66828,1500000.0
153119,750000.0
177746,60000.0
173158,275000.0
986,10500000.0
58937,2900000.0
103842,675000.0
119285,1500000.0
19738,7500000.0
76027,13000000.0
124710,400000.0
59917,4300000.0
34855,500000.0
168348,750000.0
133534,2100000.0
39343,7000000.0
170393,425000.0
96716,4900000.0
147422,19000000.0
122467,975000.0
113719,7500000.0
73771,275000.0
167538,425000.0
129630,35000000.0
164196,5500000.0
152912,925000.0
132243,4000000.0
153707,825000.0
93800,21000000.0
131685,4700000.0
165406,2700000.0
93523,73500000.0
95123,10000000.0
111912,22500000.0
18562,41000000.0
19309,6500000.0
159060,350000.0
169959,200000.0
155617,600000.0
143188,275000.0
64122,850000.0
67951,1500000.0
37329,9500000.0
93658,35500000.0
144991,230000.0
58410,3600000.0
152882,875000.0
116688,2000000.0
75149,29500000.0
94053,15000000.0
144999,210000.0
147848,8000000.0
96250,4300000.0
147674,8000000.0
164680,3400000.0
163919,12500000.0
18391,54500000.0
64532,2100000.0
148195,7000000.0
58009,5500000.0
84956,425000.0
41562,3400000.0
139648,525000.0
94006,8000000.0
161312,180000.0
44100,1300000.0
164822,3400000.0
19423,17000000.0
19871,7500000.0
166274,1500000.0
146727,70000.0
21948,2400000.0
133235,2000000.0
169476,675000.0
148252,5000000.0
139126,950000.0
1096,15000000.0
94152,12000000.0
36977,54000000.0
78613,3800000.0
16281,450000.0
66105,1000000.0
163,37000000.0
34921,350000.0
138894,625000.0
113797,5500000.0
142740,425000.0
95649,8500000.0
169210,675000.0
176330,110000.0
89905,450000.0
50641,850000.0
131653,5000000.0
164251,5500000.0
175647,160000.0
118687,1100000.0
156034,325000.0
24397,1400000.0
18870,26000000.0
58620,7000000.0
38477,6500000.0
130667,4000000.0
18634,34500000.0
132697,2700000.0
76166,8500000.0
125492,400000.0
151632,1100000.0
120355,1400000.0
20297,6500000.0
112187,14000000.0
152315,650000.0
70010,850000.0
79524,1500000.0
75678,12500000.0
149916,2800000.0
38616,3600000.0
177547,120000.0
175400,210000.0
178053,70000.0
151451,1200000.0
144,58000000.0
174773,190000.0
153698,950000.0
149520,2900000.0
174423,210000.0
50261,1100000.0
58645,6000000.0
43543,1900000.0
143441,325000.0
1100,14000000.0
54739,300000.0
13225,900000.0
141113,625000.0
147599,10500000.0
111852,22000000.0
75653,13500000.0
377,29000000.0
18668,26500000.0
153619,975000.0
126013,450000.0
56889,15000000.0
18947,17000000.0
88241,625000.0
58276,5000000.0
156204,400000.0
57313,14500000.0
144974,230000.0
170891,375000.0
171707,475000.0
130009,10000000.0
119287,1400000.0
163918,7000000.0
107359,450000.0
176998,100000.0
72275,500000.0
36405,170000.0
56570,10000000.0
114059,5500000.0
118020,750000.0
147982,7000000.0
20301,6500000.0
4324,3800000.0
136161,1000000.0
101684,850000.0
170324,375000.0
92035,160000.0
166660,1500000.0
34447,500000.0
94231,12000000.0
96819,3400000.0
141347,425000.0
130493,8500000.0
122599,775000.0
147622,4500000.0
39452,4700000.0
167228,800000.0
78735,1100000.0
112061,10500000.0
151459,375000.0
25743,2000000.0
72764,425000.0
56420,31000000.0
166355,1900000.0
131376,4600000.0
111947,3800000.0
94012,11000000.0
159082,400000.0
65007,1100000.0
126766,275000.0
90750,240000.0
44404,2500000.0
172337,375000.0
111683,41000000.0
13003,975000.0
170858,400000.0
946,13500000.0
178681,60000.0
27408,1000000.0
96439,2600000.0
130915,5000000.0
96445,3900000.0
165537,3000000.0
1788,9500000.0
148218,6500000.0
36986,56500000.0
289,31000000.0
98522,2200000.0
85180,825000.0
118443,1200000.0
71192,550000.0
170088,600000.0
102408,925000.0
107362,450000.0
19625,7000000.0
111783,32500000.0
38031,17000000.0
65698,1600000.0
127126,250000.0
1218,9000000.0
409,24500000.0
76378,8500000.0
152452,825000.0
94885,7000000.0
160399,300000.0
177048,90000.0
125748,325000.0
95507,5500000.0
113003,3000000.0
129848,19500000.0
22198,2300000.0
124648,425000.0
174903,210000.0
58696,4000000.0
116594,2400000.0
99668,600000.0
93739,28000000.0
155564,600000.0
85435,650000.0
81120,1100000.0
114269,4700000.0
38634,3800000.0
59218,5000000.0
126210,325000.0
3606,4000000.0
141333,425000.0
111689,31500000.0
175116,210000.0
95947,5500000.0
75258,29000000.0
168702,825000.0
145183,180000.0
77276,6500000.0
168897,700000.0
42407,3100000.0
176123,130000.0
129807,25000000.0
167368,1100000.0
150661,1400000.0
168466,700000.0
148533,5500000.0
18459,57500000.0
76737,8000000.0
9804,1500000.0
76462,7000000.0
60427,1700000.0
142213,350000.0
18480,26500000.0
18877,25500000.0
137652,325000.0
1569,6500000.0
19105,16500000.0
94236,12000000.0
95478,4900000.0
77353,6000000.0
114642,2900000.0
134787,950000.0
153695,975000.0
5259,3200000.0
17063,325000.0
114471,3600000.0
100164,1300000.0
24335,1400000.0
53042,500000.0
40048,4700000.0
9512,1700000.0
89966,375000.0
151787,1200000.0
131710,3800000.0
72152,600000.0
41516,3300000.0
152430,1000000.0
151903,1300000.0
122986,600000.0
105363,725000.0
76120,11000000.0
154742,775000.0
164243,7500000.0
61941,1300000.0
56690,20500000.0
152620,1300000.0
398,25500000.0
93062,110000.0
57974,4700000.0
70844,625000.0
157031,275000.0
96821,4200000.0
157129,425000.0
65282,850000.0
103560,750000.0
77064,7000000.0
23032,1700000.0
664,22500000.0
75639,16000000.0
163927,15500000.0
137795,500000.0
56821,22000000.0
111781,34000000.0
171208,375000.0
129785,19000000.0
89416,325000.0
33176,600000.0
56196,66500000.0
18411,56500000.0
167090,1700000.0
91074,275000.0
15330,550000.0
123878,450000.0
47020,1300000.0
37187,35500000.0
150062,2300000.0
173414,300000.0
56535,21500000.0
110017,170000.0
170026,750000.0
115467,2400000.0
147248,23000000.0
41212,1500000.0
135273,1100000.0
19026,32000000.0
134815,1400000.0
173177,275000.0
93560,52000000.0
57068,14000000.0
955,11000000.0
29145,1400000.0
95598,7000000.0
165870,2400000.0
19418,16500000.0
94290,12500000.0
127618,210000.0
58447,3000000.0
147460,12500000.0
95497,6500000.0
166663,1200000.0
144554,300000.0
56411,35500000.0
75824,13500000.0
167334,825000.0
148725,1200000.0
18511,47500000.0
164748,3300000.0
147442,15500000.0
162106,140000.0
107306,550000.0
170166,550000.0
115144,3000000.0
563,17000000.0
43959,625000.0
76396,9500000.0
113522,7000000.0
77234,7000000.0
152075,1200000.0
124148,425000.0
164195,4500000.0
76883,8000000.0
56749,14500000.0
136508,800000.0
127004,210000.0
111909,22000000.0
662,29000000.0
164718,3900000.0
112173,12500000.0
114482,4700000.0
113302,7000000.0
81434,1100000.0
30281,1300000.0
64059,475000.0
94812,8500000.0
274,37000000.0
93947,15500000.0
133112,2000000.0
164119,11000000.0
132539,2800000.0
40006,4600000.0
112552,11500000.0
101075,1400000.0
60536,2000000.0
18652,32500000.0
116525,2600000.0
18985,17000000.0
33879,575000.0
56941,14500000.0
147606,9000000.0
146387,110000.0
134790,1100000.0
132501,2300000.0
75790,14500000.0
81487,1100000.0
15358,525000.0
50259,1000000.0
18531,28500000.0
65463,725000.0
41896,1800000.0
156433,575000.0
75455,17500000.0
37547,30500000.0
147491,10500000.0
134444,1800000.0
157403,475000.0
132570,2300000.0
96281,4100000.0
144984,230000.0
8560,1900000.0
9490,1900000.0
18728,31000000.0
137960,525000.0
18358,98000000.0
51563,625000.0
135527,1200000.0
75648,13500000.0
111811,28000000.0
139692,600000.0
111657,48500000.0
94990,7500000.0
160679,170000.0
135018,1100000.0
58630,6500000.0
161073,230000.0
32381,825000.0
1481,8500000.0
134322,1600000.0
119511,900000.0
37361,15500000.0
114490,4600000.0
38580,6500000.0
150647,1900000.0
111590,90500000.0
2084,3500000.0
38856,9000000.0
2007,5000000.0
178277,90000.0
37194,32500000.0
76655,9000000.0
20836,4000000.0
150123,1500000.0
57473,5000000.0
150176,1600000.0
19416,16000000.0
144233,250000.0
58405,3400000.0
287,34000000.0
144689,180000.0
140036,500000.0
75160,31000000.0
39220,3600000.0
112880,10000000.0
122462,975000.0
132050,3400000.0
38456,7500000.0
116950,1600000.0
718,19000000.0
75255,29000000.0
137022,1000000.0
56491,42000000.0
94961,7000000.0
167292,950000.0
57535,7500000.0
134878,1400000.0
110133,140000.0
148587,4000000.0
103258,1100000.0
19876,7500000.0
96728,4600000.0
152683,1000000.0
97245,2900000.0
124665,475000.0
145797,150000.0
112170,13000000.0
147174,10500000.0
2561,1000000.0
37848,12500000.0
113932,1300000.0
138049,1100000.0
93833,18500000.0
44080,1100000.0
136372,900000.0
126942,220000.0
112528,10500000.0
45800,1900000.0
130267,12000000.0
19749,12500000.0
72272,500000.0
32452,750000.0
880,16500000.0
115762,2700000.0
171345,500000.0
18397,64500000.0
56506,29500000.0
83352,750000.0
147667,7500000.0
92491,120000.0
94745,11500000.0
151892,1200000.0
380,29500000.0
80373,875000.0
79838,2600000.0
19504,8500000.0
23072,1900000.0
164943,3000000.0
1699,5500000.0
116113,1600000.0
38170,9000000.0
1533,7500000.0
56207,52500000.0
120087,775000.0
127416,180000.0
150832,1700000.0
75898,9000000.0
45644,1900000.0
36916,102500000.0
162673,140000.0
165553,3100000.0
97486,3000000.0
147336,21000000.0
130019,10000000.0
102525,850000.0
78328,4800000.0
19509,10000000.0
58000,4700000.0
56141,114500000.0
125344,425000.0
67960,1300000.0
147342,19500000.0
130736,6500000.0
167283,900000.0
57917,4400000.0
147452,14000000.0
141970,500000.0
484,20000000.0
121730,775000.0
19023,29500000.0
175604,190000.0
168869,825000.0
111743,12500000.0
7431,2300000.0
132058,3400000.0
96037,5500000.0
176607,100000.0
139150,900000.0
29282,1300000.0
108254,250000.0
167410,850000.0
130691,6500000.0
177621,70000.0
37882,12500000.0
97178,2400000.0
59284,3700000.0
93744,22500000.0
121537,875000.0
3114,2800000.0
134122,1600000.0
57104,12000000.0
20986,1500000.0
65608,750000.0
56405,34500000.0
159506,230000.0
169512,725000.0
18632,41500000.0
1093,16000000.0
85967,450000.0
175802,130000.0
53882,500000.0
159157,375000.0
142735,450000.0
57182,10500000.0
67023,1300000.0
171140,425000.0
40318,1000000.0
101296,1100000.0
133017,2100000.0
132198,3500000.0
134964,875000.0
56837,18500000.0
19228,14500000.0
59912,4500000.0
77181,8000000.0
134848,1300000.0
117214,1900000.0
141288,450000.0
126114,350000.0
118568,1000000.0
126412,240000.0
38392,10500000.0
93685,30500000.0
78361,4300000.0
107222,525000.0
170368,375000.0
135292,1400000.0
172456,375000.0
120199,600000.0
94134,7500000.0
12859,1200000.0
111678,42500000.0
156035,375000.0
151777,1500000.0
135176,1500000.0
39185,3500000.0
148243,5000000.0
37710,9500000.0
15460,475000.0
2392,4200000.0
154086,700000.0
163530,50000.0
131075,4300000.0
158367,375000.0
77518,4600000.0
121439,1100000.0
19110,4400000.0
93715,26500000.0
118458,1000000.0
171240,375000.0
176050,150000.0
172477,300000.0
131245,4800000.0
1060,11000000.0
94252,11500000.0
59920,4600000.0
95107,10500000.0
143172,220000.0
30377,1100000.0
126305,275000.0
152557,1200000.0
157383,500000.0
149437,3700000.0
38176,9000000.0
164236,6500000.0
57428,8000000.0
18912,21500000.0
118064,1000000.0
93761,26500000.0
98190,3400000.0
202,48500000.0
149799,2800000.0
147244,17500000.0
78030,2500000.0
20225,4700000.0
164242,6500000.0
115430,2600000.0
75704,11000000.0
136075,1300000.0
166344,1700000.0
12343,700000.0
78813,2700000.0
76156,4000000.0
37793,14500000.0
679,21000000.0
108590,325000.0
52244,600000.0
58704,4300000.0
171092,500000.0
79603,2000000.0
113301,8500000.0
532,20500000.0
79530,1800000.0
161302,150000.0
6358,2700000.0
167990,850000.0
34902,400000.0
81277,775000.0
16811,325000.0
126363,240000.0
96132,5500000.0
174221,170000.0
5294,3200000.0
116685,1900000.0
139797,90000.0
82146,1100000.0
112232,5000000.0
162316,180000.0
1815,8500000.0
111802,27000000.0
166047,2500000.0
120731,675000.0
125968,400000.0
166373,1700000.0
133398,1700000.0
5332,2900000.0
78783,2800000.0
94805,10500000.0
148004,
152814,1100000.0
94057,18000000.0
20247,8500000.0
149798,2800000.0
75053,62000000.0
18564,37000000.0
38482,7500000.0
100807,950000.0
129844,19500000.0
117913,650000.0
170417,375000.0
22070,3000000.0
2913,5000000.0
88247,650000.0
58168,9000000.0
38228,6000000.0
57384,9000000.0
165897,2800000.0
166048,400000.0
135071,1700000.0
178087,60000.0
159780,300000.0
159065,375000.0
97558,2600000.0
76349,9000000.0
87278,725000.0
75096,43500000.0
52179,600000.0
19106,15000000.0
18759,24500000.0
164247,6500000.0
36989,42500000.0
164638,4300000.0
75632,16500000.0
178479,60000.0
62647,2200000.0
158529,375000.0
51417,750000.0
135667,950000.0
176813,130000.0
2582,1000000.0
52917,550000.0
112920,9000000.0
29138,1300000.0
165578,2000000.0
112682,8500000.0
104379,775000.0
113659,7000000.0
128106,130000.0
130179,9000000.0
115483,2400000.0
867,21000000.0
51364,775000.0
26009,1400000.0
132282,3800000.0
88255,650000.0
38662,5500000.0
57781,6500000.0
164139,9000000.0
37391,19000000.0
116683,1900000.0
140101,850000.0
18656,28500000.0
129759,18000000.0
94281,13000000.0
40352,1600000.0
11798,1500000.0
803,15000000.0
135619,875000.0
22480,2000000.0
137463,725000.0
133584,1900000.0
92642,140000.0
171218,500000.0
62650,2300000.0
26285,825000.0
96520,2600000.0
135399,1300000.0
42952,1200000.0
118943,750000.0
75905,8500000.0
149818,2600000.0
722,15000000.0
97224,2200000.0
158844,180000.0
63695,1500000.0
75093,47000000.0
164125,10500000.0
93737,28500000.0
94748,11500000.0
114700,3200000.0
145059,200000.0
116296,2400000.0
46236,1000000.0
103220,500000.0
111795,29500000.0
148706,3100000.0
124972,375000.0
130051,11500000.0
1811,9500000.0
167065,1500000.0
93943,18500000.0
94035,12000000.0
147215,24000000.0
90487,325000.0
991,10500000.0
28110,1600000.0
74677,140000.0
93997,12000000.0
1796,8500000.0
47957,1500000.0
113194,8500000.0
55026,300000.0
80719,1700000.0
75213,29000000.0
129962,18000000.0
77673,7000000.0
101728,350000.0
55025,275000.0
164389,4400000.0
2879,5000000.0
87287,700000.0
151970,1100000.0
73311,325000.0
148564,4300000.0
112215,3000000.0
147972,8500000.0
109588,220000.0
95733,6000000.0
148246,5000000.0
173473,230000.0
179022,35000.0
147405,20500000.0
1506,8000000.0
81373,775000.0
60909,1800000.0
1570,6500000.0
111607,27000000.0
77246,6500000.0
148165,6000000.0
159817,230000.0
112936,7000000.0
174823,160000.0
172340,230000.0
139167,900000.0
111704,31500000.0
130103,12000000.0
1460,10500000.0
130579,8500000.0
131469,3900000.0
141961,300000.0
152987,825000.0
79905,2600000.0
37522,17500000.0
98948,1800000.0
147427,16000000.0
125282,525000.0
126810,220000.0
384,28000000.0
19991,2600000.0
169120,300000.0
137924,550000.0
158531,325000.0
171434,425000.0
151422,1100000.0
60140,2300000.0
98209,3200000.0
58159,9000000.0
158248,450000.0
165450,2300000.0
164693,5000000.0
113470,4800000.0
115690,2800000.0
168401,825000.0
133203,1700000.0
34020,500000.0
148160,7000000.0
117412,1600000.0
24119,1100000.0
95350,8000000.0
116006,1200000.0
150204,2000000.0
152935,1100000.0
76643,10500000.0
26393,1000000.0
114899,5000000.0
145428,180000.0
128801,120000.0
164437,6500000.0
75055,64000000.0
97751,2700000.0
121729,750000.0
148568,5000000.0
128211,100000.0
112910,9500000.0
149406,3800000.0
60151,2300000.0
112051,13000000.0
114262,4700000.0
95665,8000000.0
69144,900000.0
157688,450000.0
94887,9000000.0
57025,22500000.0
164868,3100000.0
83819,1400000.0
145461,170000.0
75173,35000000.0
103639,600000.0
112635,10500000.0
40806,4000000.0
98091,2200000.0
144496,250000.0
114959,4300000.0
130159,9500000.0
126744,275000.0
61531,3400000.0
142344,375000.0
58644,6000000.0
57202,10500000.0
57205,10500000.0
84031,925000.0
115660,3000000.0
93850,16000000.0
178452,80000.0
133102,2000000.0
129921,19500000.0
118648,1100000.0
149966,2700000.0
396,25000000.0
75234,25500000.0
94308,12000000.0
94292,12500000.0
175605,120000.0
56169,81500000.0
130431,8000000.0
62236,1100000.0
124514,675000.0
112026,13500000.0
148791,1800000.0
145766,150000.0
121237,650000.0
75732,12500000.0
148722,2100000.0
161753,140000.0
88898,300000.0
118349,1400000.0
163936,17000000.0
114659,3200000.0
111856,15000000.0
128825,120000.0
55811,130000.0
147330,20000000.0
19944,5500000.0
2376,4400000.0
148259,4700000.0
163107,90000.0
36932,81000000.0
50581,900000.0
114141,4300000.0
160972,250000.0
93774,12500000.0
133939,1300000.0
58753,3500000.0
164043,11500000.0
137063,1100000.0
139123,925000.0
83205,950000.0
148942,4600000.0
93501,102000000.0
114982,3600000.0
26803,1900000.0
168414,650000.0
168481,825000.0
143320,220000.0
154981,400000.0
131225,5500000.0
94150,11500000.0
61520,3200000.0
147187,38000000.0
167273,850000.0
95519,5000000.0
122172,375000.0
147568,11000000.0
138164,950000.0
173832,250000.0
122469,975000.0
56319,35500000.0
43899,1300000.0
132318,3100000.0
83718,675000.0
141496,450000.0
116315,1600000.0
39147,4200000.0
42062,1600000.0
149789,3000000.0
149419,3100000.0
134298,2000000.0
8712,1300000.0
158583,375000.0
92024,150000.0
89224,475000.0
138173,950000.0
129946,18500000.0
94,60500000.0
165096,3700000.0
59208,5000000.0
81920,1200000.0
38858,9000000.0
161532,190000.0
147710,10000000.0
96484,1600000.0
87900,400000.0
21597,800000.0
69167,925000.0
47942,1600000.0
131217,5000000.0
134074,1500000.0
121964,675000.0
147178,31000000.0
154078,625000.0
26185,1200000.0
82043,1100000.0
126014,450000.0
153712,975000.0
136991,1200000.0
99502,1200000.0
952,12000000.0
18505,49500000.0
82397,850000.0
77723,5500000.0
93817,20500000.0
154743,750000.0
111861,22500000.0
57173,9000000.0
94715,8500000.0
21442,3200000.0
18872,26500000.0
165489,2200000.0
96929,3300000.0
75254,31000000.0
64321,900000.0
100448,1100000.0
110,49500000.0
150195,2100000.0
102094,725000.0
152682,1000000.0
41488,3700000.0
75186,30000000.0
57236,7000000.0
95106,10500000.0
96401,3000000.0
147689,11500000.0
152385,875000.0
164253,7000000.0
120808,650000.0
94997,4700000.0
178253,100000.0
80145,2000000.0
130276,10000000.0
138188,950000.0
97104,950000.0
57696,9000000.0
116637,2000000.0
37602,18500000.0
18982,14500000.0
111659,46000000.0
132776,2900000.0
166948,1900000.0
154338,1000000.0
133228,1900000.0
164292,8500000.0
117134,1900000.0
18643,32000000.0
115823,3100000.0
95915,4100000.0
45691,1800000.0
136950,1500000.0
176418,120000.0
161598,150000.0
124567,550000.0
56542,21000000.0
159009,450000.0
56544,22000000.0
109249,220000.0
118775,825000.0
38754,6000000.0
112939,7500000.0
83871,1100000.0
147149,52500000.0
2369,4600000.0
38070,11500000.0
164867,3700000.0
79966,2400000.0
148460,5000000.0
130668,5500000.0
42852,1300000.0
163939,18500000.0
165642,2000000.0
43587,1600000.0
33155,625000.0
50271,1000000.0
70042,775000.0
78972,3000000.0
56156,95000000.0
56132,120500000.0
96869,3400000.0
80431,1300000.0
112464,7500000.0
56451,20500000.0
2982,3500000.0
75174,32000000.0
121844,625000.0
102228,975000.0
138099,975000.0
167847,1000000.0
38528,6000000.0
133054,2400000.0
37480,12500000.0
22931,2200000.0
64958,1100000.0
129734,27000000.0
75564,12000000.0
165150,3200000.0
39670,2000000.0
93588,34000000.0
130202,10000000.0
93962,17500000.0
165302,2700000.0
1173,8500000.0
170024,300000.0
95471,6500000.0
104029,375000.0
95479,7000000.0
128581,150000.0
145410,180000.0
53414,525000.0
165002,3300000.0
128703,100000.0
92509,100000.0
70766,750000.0
157093,325000.0
57253,9000000.0
26523,1000000.0
155599,625000.0
19506,9500000.0
149387,3800000.0
148530,4500000.0
164949,2300000.0
20239,9500000.0
59919,4600000.0
19505,10000000.0
88325,675000.0
58297,5000000.0
155083,625000.0
78807,2600000.0
174429,230000.0
131705,4500000.0
36903,101000000.0
112591,11000000.0
168637,575000.0
142114,475000.0
138661,575000.0
34523,450000.0
123967,400000.0
209,43500000.0
124796,375000.0
148209,6000000.0
767,12000000.0
128663,90000.0
39123,3600000.0
39127,4100000.0
118339,1400000.0
137860,650000.0
129889,16000000.0
96189,5500000.0
115235,950000.0
75370,21500000.0
4439,3000000.0
132792,2700000.0
96692,5500000.0
39125,3600000.0
75147,23000000.0
168347,525000.0
145716,120000.0
145090,190000.0
21449,3000000.0
35229,350000.0
76165,4200000.0
58327,4500000.0
161961,210000.0
161491,240000.0
38424,9000000.0
113641,8000000.0
111629,59000000.0
59497,2800000.0
164959,3200000.0
131525,3900000.0
163245,70000.0
56505,31500000.0
56155,90500000.0
172219,275000.0
144056,300000.0
913,13500000.0
150714,1300000.0
94225,14500000.0
88927,140000.0
122592,775000.0
37487,11500000.0
127136,275000.0
3643,3900000.0
84546,650000.0
93959,13500000.0
170867,400000.0
143999,275000.0
147684,7500000.0
1359,8000000.0
120386,1000000.0
976,5500000.0
57346,11500000.0
43458,2600000.0
110372,170000.0
161044,240000.0
38993,5500000.0
86,45000000.0
150606,1600000.0
25333,1200000.0
71699,550000.0
149046,3300000.0
87573,575000.0
93757,26500000.0
159607,140000.0
75444,17500000.0
57993,2900000.0
136779,675000.0
173207,300000.0
106350,600000.0
37068,30500000.0
18750,28000000.0
115039,4100000.0
94964,6500000.0
34515,500000.0
55670,200000.0
1490,8000000.0
125862,250000.0
166593,1200000.0
150803,1500000.0
165036,3300000.0
133743,2000000.0
171494,475000.0
103984,160000.0
120001,575000.0
28386,1100000.0
75058,19500000.0
133058,2300000.0
129920,23000000.0
20793,4300000.0
152510,1400000.0
97909,1800000.0
58896,2500000.0
543,20000000.0
137522,825000.0
179034,60000.0
77786,5500000.0
111631,59000000.0
115390,2100000.0
141714,375000.0
75328,23000000.0
95653,7000000.0
157096,425000.0
162384,150000.0
95485,7000000.0
93645,30500000.0
95667,7000000.0
147537,14000000.0
53397,650000.0
130501,10000000.0
135622,450000.0
92337,160000.0
39352,7000000.0
149085,3800000.0
57097,14000000.0
179531,30000.0
14759,550000.0
151542,1100000.0
33843,625000.0
177352,120000.0
124502,600000.0
38489,7500000.0
95699,7500000.0
94809,8500000.0
131136,5000000.0
79867,2500000.0
94072,17000000.0
134604,1300000.0
134657,1200000.0
1432,11500000.0
28561,725000.0
78612,3300000.0
139839,475000.0
170965,
51512,700000.0
124497,675000.0
161140,210000.0
18554,46000000.0
139446,600000.0
149002,4200000.0
22055,3800000.0
126664,350000.0
75412,15000000.0
160673,190000.0
35210,350000.0
157246,300000.0
130941,5000000.0
148164,7000000.0
57067,15000000.0
28032,1600000.0
37036,43500000.0
39625,1400000.0
130560,8500000.0
38552,6000000.0
2387,4700000.0
675,20000000.0
1695,4700000.0
38880,9500000.0
2871,5500000.0
136144,1200000.0
168827,850000.0
151152,1800000.0
172458,325000.0
121723,775000.0
152900,900000.0
168565,500000.0
162400,130000.0
72919,325000.0
52845,575000.0
131553,3000000.0
165910,2900000.0
171938,400000.0
107210,525000.0
151217,1800000.0
95514,4400000.0
161520,230000.0
119139,950000.0
106383,675000.0
107353,475000.0
19346,9000000.0
59299,3700000.0
19285,11000000.0
78572,4000000.0
589,12000000.0
56950,14500000.0
142365,375000.0
141083,425000.0
164116,9500000.0
111941,10000000.0
20458,3400000.0
57985,4900000.0
170492,550000.0
94089,13500000.0
36654,150000.0
112687,6000000.0
31662,875000.0
114907,5000000.0
94190,12500000.0
4806,275000.0
148326,3300000.0
37600,16500000.0
38042,17000000.0
128095,130000.0
23820,2000000.0
82033,1200000.0
148337,5500000.0
94555,8000000.0
95002,6000000.0
20687,7000000.0
139452,750000.0
46724,1700000.0
159992,230000.0
109701,160000.0
167923,1100000.0
152349,775000.0
132390,3300000.0
56151,114000000.0
147810,6500000.0
144488,300000.0
175076,210000.0
65688,1600000.0
81654,1800000.0
147683,8500000.0
132397,2700000.0
16,85500000.0
76386,8500000.0
85502,700000.0
53095,500000.0
126934,190000.0
168442,700000.0
159753,350000.0
148381,4300000.0
130386,8000000.0
168397,1100000.0
78055,3200000.0
130128,12500000.0
57388,10000000.0
38204,5000000.0
147159,50500000.0
50518,900000.0
89783,425000.0
132468,1900000.0
94592,8000000.0
56178,57000000.0
100248,1200000.0
150186,2100000.0
140426,500000.0
148518,5500000.0
69210,875000.0
27816,675000.0
125452,400000.0
166661,1200000.0
149080,3000000.0
111854,21500000.0
169107,400000.0
105506,550000.0
115100,3300000.0
35205,400000.0
176384,120000.0
165824,2400000.0
57723,8500000.0
145801,150000.0
164235,8000000.0
103274,1200000.0
120486,850000.0
160781,180000.0
2890,5000000.0
39667,1900000.0
93852,16000000.0
126396,275000.0
72743,425000.0
122389,450000.0
140122,875000.0
164241,6500000.0
79372,2700000.0
178850,40000.0
111808,27500000.0
20457,2100000.0
147661,5500000.0
49263,1100000.0
47470,825000.0
61499,3600000.0
154447,800000.0
132896,2800000.0
148777,2600000.0
99902,1000000.0
72196,500000.0
163910,15000000.0
2042,2000000.0
121797,750000.0
122470,950000.0
60342,1300000.0
43665,1700000.0
129611,24000000.0
139824,475000.0
71067,525000.0
159066,400000.0
153340,625000.0
137250,1000000.0
145061,170000.0
148527,4300000.0
148186,7000000.0
140360,525000.0
151686,2100000.0
860,23500000.0
114454,3900000.0
83835,1200000.0
120497,825000.0
86117,950000.0
83583,600000.0
168668,475000.0
129587,28000000.0
168390,700000.0
132770,3400000.0
115270,1800000.0
88021,240000.0
68,67500000.0
94503,12000000.0
147618,3100000.0
103301,1000000.0
94065,14500000.0
150678,1500000.0
56978,11500000.0
37317,20000000.0
126074,325000.0
166782,1500000.0
77680,6500000.0
894,16000000.0
149645,1900000.0
150623,2100000.0
45632,1800000.0
130617,6000000.0
169191,675000.0
44987,1100000.0
59721,2300000.0
148723,3500000.0
127936,200000.0
163880,27000000.0
136999,1200000.0
132504,1900000.0
128384,140000.0
173956,210000.0
114887,5500000.0
29470,1100000.0
33887,550000.0
37115,36000000.0
129555,65500000.0
117351,1800000.0
38027,15500000.0
121672,650000.0
148229,5500000.0
40026,4900000.0
56810,30000000.0
113472,2600000.0
112686,7000000.0
152797,1100000.0
112133,17000000.0
18923,18000000.0
112023,16500000.0
130076,14000000.0
52899,575000.0
95464,5500000.0
170090,650000.0
163850,46500000.0
146453,100000.0
26682,1100000.0
153361,825000.0
76559,7500000.0
59068,2500000.0
32356,1000000.0
56135,83500000.0
947,12000000.0
151520,1100000.0
16099,425000.0
19188,14000000.0
59135,3000000.0
38244,6000000.0
47941,1600000.0
157690,450000.0
111687,39000000.0
94853,8000000.0
114261,4800000.0
130410,6000000.0
145426,210000.0
56424,31500000.0
172010,600000.0
51281,900000.0
145274,160000.0
